
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
New York,2016,2020,Firearm Suicide,Latinx,Female,,9531885,
New York,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,353831,
New York,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,170674,
New York,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,183157,
New York,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,27,8985069,0.29196
New York,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,26,4283845,0.60631
New York,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,4701224,
North Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,7351,51892734,13.976180076599121
North Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,6210,25238097,24.394699096679688
North Carolina,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,1141,26654637,4.207129955291748
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,2388,11474732,20.57045
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,2117,5368542,38.42988
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,271,6106190,4.42138
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,4478,33123608,12.50963
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,Male,3680,16176798,21.13926
North Carolina,2016,2020,All Firearm Deaths,non-Hispanic white,Female,798,16946810,4.46142
North Carolina,2016,2020,All Firearm Deaths,Latinx,All Genders,280,4980123,5.80546
North Carolina,2016,2020,All Firearm Deaths,Latinx,Male,240,2575306,9.57375
North Carolina,2016,2020,All Firearm Deaths,Latinx,Female,40,2404817,1.76472
North Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,123,616747,19.69031
North Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,108,295944,36.52885
North Carolina,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,15,320803,
North Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,72,1697524,4.03894
North Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,56,821507,6.20832
North Carolina,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,16,876017,
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2958,51892734,5.936460018157959
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2487,25238097,10.10608
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,471,26654637,1.80266
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1938,11474732,16.68595
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1715,5368542,30.9421
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,223,6106190,3.64574
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,734,33123608,2.29671
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,534,16176798,3.41633
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,200,16946810,1.2029
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,165,4980123,3.19459
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,137,2575306,4.95163
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,28,2404817,1.25583
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,87,616747,13.81699
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,73,295944,23.98792
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,14,320803,
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,29,1697524,1.65044
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,23,821507,2.57722
North Carolina,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,876017,
North Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,4161,51892734,7.551310062408447
North Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,3543,25238097,13.56545
North Carolina,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,618,26654637,2.18499
North Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,379,11474732,3.28286
North Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,Male,342,5368542,6.40694
North Carolina,2016,2020,Firearm Suicide,non-Hispanic Black,Female,37,6106190,0.57501
North Carolina,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,3600,33123608,9.78429
North Carolina,2016,2020,Firearm Suicide,non-Hispanic white,Male,3040,16176798,17.048
North Carolina,2016,2020,Firearm Suicide,non-Hispanic white,Female,560,16946810,3.05497
North Carolina,2016,2020,Firearm Suicide,Latinx,All Genders,105,4980123,2.41172
North Carolina,2016,2020,Firearm Suicide,Latinx,Male,94,2575306,4.29363
North Carolina,2016,2020,Firearm Suicide,Latinx,Female,11,2404817,
North Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,33,616747,5.46792
North Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,32,295944,11.67979
North Carolina,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,320803,
North Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,39,1697524,2.16005
North Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,31,821507,3.43592
North Carolina,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,876017,
North Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,475,3800793,12.591560363769531
North Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,406,1947470,20.768280029296875
North Dakota,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,69,1853323,3.9352500438690186
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,15,134672,
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,11,77249,
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,57423,
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,401,3239058,12.38755
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,Male,346,1652000,20.61306
North Dakota,2016,2020,All Firearm Deaths,non-Hispanic white,Female,55,1587058,3.78294
North Dakota,2016,2020,All Firearm Deaths,Latinx,All Genders,20,149862,10.95301
North Dakota,2016,2020,All Firearm Deaths,Latinx,Male,17,80608,
North Dakota,2016,2020,All Firearm Deaths,Latinx,Female,,69254,
North Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,37,208357,17.65558
North Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,31,102645,29.83037
North Dakota,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,105712,
North Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,68844,
North Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,34968,
North Dakota,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,33876,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,61,3800793,1.7056299448013306
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,49,1947470,2.63202
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,12,1853323,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,134672,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,77249,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,57423,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,36,3239058,1.24857
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,29,1652000,1.89961
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,,1587058,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,149862,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,80608,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,13,208357,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,11,102645,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,105712,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,68844,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,34968,
North Dakota,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,33876,
North Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,399,3800793,10.463569641113281
North Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,348,1947470,17.65702
North Dakota,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,51,1853323,2.91779
North Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,,134672,
North Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,Male,,77249,
North Dakota,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,57423,
North Dakota,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,353,3239058,10.76248
North Dakota,2016,2020,Firearm Suicide,non-Hispanic white,Male,310,1652000,18.26502
North Dakota,2016,2020,Firearm Suicide,non-Hispanic white,Female,43,1587058,2.94012
North Dakota,2016,2020,Firearm Suicide,Latinx,All Genders,16,149862,
North Dakota,2016,2020,Firearm Suicide,Latinx,Male,14,80608,
North Dakota,2016,2020,Firearm Suicide,Latinx,Female,,69254,
North Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,22,208357,10.39297
North Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,18,102645,
North Dakota,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,105712,
North Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,,
North Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,,
North Dakota,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,,
Ohio,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,8010,58344741,13.65524959564209
Ohio,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,6892,28598735,23.954559326171875
Ohio,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,1118,29746006,3.816270112991333
Ohio,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,2638,7877742,33.4421
Ohio,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,2338,3783808,60.98055
Ohio,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,300,4093934,7.43215
Ohio,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,5152,46514689,10.44284
Ohio,2016,2020,All Firearm Deaths,non-Hispanic white,Male,4369,22836271,18.1279
Ohio,2016,2020,All Firearm Deaths,non-Hispanic white,Female,783,23678418,3.24925
Ohio,2016,2020,All Firearm Deaths,Latinx,All Genders,159,2284934,7.32066
Ohio,2016,2020,All Firearm Deaths,Latinx,Male,134,1171193,12.15434
Ohio,2016,2020,All Firearm Deaths,Latinx,Female,25,1113741,2.34574
Ohio,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,10,152868,
Ohio,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,74414,
Ohio,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,78454,
Ohio,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,50,1514508,2.95326
Ohio,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,44,733049,5.2807
Ohio,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,781459,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,3186,58344741,5.844860076904297
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2651,28598735,9.72861
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,535,29746006,1.92133
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,2228,7877742,28.14578
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1972,3783808,50.89673
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,256,4093934,6.34771
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,836,46514689,1.9206
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,582,22836271,2.71248
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,254,23678418,1.1148
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,94,2284934,3.97997
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,75,1171193,6.0168
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,19,1113741,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,152868,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,74414,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,78454,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,23,1514508,1.41218
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,19,733049,
Ohio,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,781459,
Ohio,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,4689,58344741,7.570069789886475
Ohio,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,4125,28598735,13.8308
Ohio,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,564,29746006,1.821
Ohio,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,382,7877742,4.9289
Ohio,2016,2020,Firearm Suicide,non-Hispanic Black,Male,345,3783808,9.50444
Ohio,2016,2020,Firearm Suicide,non-Hispanic Black,Female,37,4093934,0.88326
Ohio,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,4214,46514689,8.2812
Ohio,2016,2020,Firearm Suicide,non-Hispanic white,Male,3697,22836271,15.00882
Ohio,2016,2020,Firearm Suicide,non-Hispanic white,Female,517,23678418,2.06295
Ohio,2016,2020,Firearm Suicide,Latinx,All Genders,62,2284934,3.23168
Ohio,2016,2020,Firearm Suicide,Latinx,Male,56,1171193,5.93309
Ohio,2016,2020,Firearm Suicide,Latinx,Female,,1113741,
Ohio,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,152868,
Ohio,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,74414,
Ohio,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,78454,
Ohio,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,26,1514508,1.47469
Ohio,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,24,733049,2.7922
Ohio,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,781459,
Oklahoma,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,3675,19735258,18.59238052368164
Oklahoma,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,3082,9776350,31.5743408203125
Oklahoma,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,593,9958908,6.010869979858398
Oklahoma,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,529,1678994,31.52614
Oklahoma,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,468,841236,55.19164
Oklahoma,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,61,837758,7.16658
Oklahoma,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,2551,13504275,17.96767
Oklahoma,2016,2020,All Firearm Deaths,non-Hispanic white,Male,2107,6640780,30.1533
